filename,mse,mae,ssim,contrast_structure,luminance,psnr,corr,iq_mse,iq_mae,iq_ssim,iq_contrast_structure,iq_luminance,iq_psnr,iq_corr,hm_mse,hm_mae,hm_ssim,hm_contrast_structure,hm_luminance,hm_psnr,hm_corr,hm_iq_mse,hm_iq_mae,hm_iq_ssim,hm_iq_contrast_structure,hm_iq_luminance,hm_iq_psnr,hm_iq_corr
patients.20190909103623_channelData_part6_1.mat,0.00052350265,0.015340768,0.8682557,0.9562654,0.90745515,32.81081,0.9951391266813986,0.016442478,0.114585266,0.35187447,0.47878036,0.63316554,17.840326,0.9702422048560031,0.0015490513,0.026421096,0.7447513,0.7629531,0.9524035,28.099342,0.9877535032060463,0.0015490513,0.026421096,0.7447513,0.7629531,0.9524035,28.099342,0.9877535032060463
patients.20190909103358_channelData_part19_1.mat,0.0017325274,0.027798446,0.9472505,0.95551276,0.9912296,27.613197,0.9858227230337812,0.030200465,0.161793,0.35752812,0.43667057,0.8045477,15.199863,0.935428407854001,0.0018069254,0.027672343,0.9005268,0.90333843,0.9964578,27.430597,0.9754125794734996,0.0018069254,0.027672343,0.9005268,0.90333843,0.9964578,27.430597,0.9754125794734996
patients.20190904112938_channelData_part8_0.mat,0.0015445969,0.030742897,0.95476735,0.95773387,0.9968833,28.111847,0.9955093782646014,0.014612666,0.11106813,0.48015767,0.51899743,0.91224444,18.352705,0.9675626319588465,0.00067847985,0.01594885,0.93623775,0.93729025,0.99876934,31.68463,0.9931495896366178,0.00067847985,0.01594885,0.93623775,0.93729025,0.99876934,31.68463,0.9931495896366178
patients.20190909120143_channelData_part20_1.mat,0.0021742908,0.032216966,0.9337724,0.9519163,0.98069495,26.626822,0.97562407800683,0.030757384,0.16361478,0.31756395,0.41432548,0.7506744,15.120505,0.9164818309722431,0.0017189708,0.023423005,0.9049272,0.9080891,0.9959903,27.647314,0.9705634240655149,0.0017189708,0.023423005,0.9049272,0.9080891,0.9959903,27.647314,0.9705634240655149
patients.20190904104415_channelData_part18_1.mat,0.00051966216,0.014392612,0.95983535,0.96146584,0.9982721,32.84279,0.9734029556430457,0.023182848,0.14242424,0.41718858,0.45078218,0.9236298,16.348331,0.8251442855955972,0.0009921398,0.01941358,0.9287274,0.9302393,0.9982627,30.03427,0.9585965280486854,0.0009921398,0.01941358,0.9287274,0.9302393,0.9982627,30.03427,0.9585965280486854
patients.20190909103623_channelData_part11_1.mat,0.00116523,0.023639295,0.94714993,0.95394063,0.99287754,29.335884,0.990298767062296,0.015397589,0.11416416,0.44568878,0.5061929,0.8557805,18.125473,0.9579821754962095,0.0010087678,0.021334523,0.9141606,0.9159518,0.99790365,29.962088,0.9881459078219045,0.0010087678,0.021334523,0.9141606,0.9159518,0.99790365,29.962088,0.9881459078219045
mark.20190710153105_channelData_part30_0.mat,0.0015581802,0.03215805,0.9530227,0.96074283,0.99188733,28.073822,0.9849206150088089,0.031235248,0.1698046,0.5998233,0.7001556,0.8534607,15.05355,0.9523496188610939,0.0007510662,0.018060654,0.95489603,0.95695865,0.99772227,31.243217,0.9857908319258645,0.0007510662,0.018060654,0.95489603,0.95695865,0.99772227,31.243217,0.9857908319258645
patients.20190904112810_channelData_part2_1.mat,0.0035967496,0.048064917,0.93293506,0.94736844,0.9847033,24.440897,0.9927296706765207,0.011336913,0.09465573,0.47928768,0.52496076,0.898931,19.45505,0.9640599281240518,0.0012893935,0.023463124,0.9108825,0.9144952,0.99545276,28.896145,0.987032158659076,0.0012893935,0.023463124,0.9108825,0.9144952,0.99545276,28.896145,0.987032158659076
mark.20190710152641_channelData_part30_1.mat,0.0014609292,0.030339558,0.9532952,0.96228826,0.9905896,28.353708,0.9917279143982254,0.031175148,0.16727825,0.43703264,0.51235694,0.8349696,15.061914,0.9526148978105137,0.0005822445,0.016380372,0.9421112,0.94554496,0.996295,32.348946,0.9916967248988771,0.0005822445,0.016380372,0.9421112,0.94554496,0.996295,32.348946,0.9916967248988771
patients.20190904114758_channelData_part8_1.mat,0.0009905304,0.022890285,0.95006967,0.9521225,0.9978281,30.04132,0.9868577111793385,0.026514886,0.15446177,0.5347995,0.57737976,0.92495126,15.765101,0.9470382782925598,0.00089214375,0.01961329,0.94465554,0.9456877,0.998871,30.495651,0.9859345507207372,0.00089214375,0.01961329,0.94465554,0.9456877,0.998871,30.495651,0.9859345507207372
patients.20190909120339_channelData_part15_0.mat,0.00036596376,0.013356746,0.93950224,0.95741916,0.98109,34.365616,0.996352642531085,0.018105099,0.12506776,0.3681322,0.47476336,0.7450212,17.421991,0.9705933878570059,0.0007949973,0.018216448,0.9050324,0.91061604,0.9927314,30.996342,0.9926528490341173,0.0007949973,0.018216448,0.9050324,0.91061604,0.9927314,30.996342,0.9926528490341173
mark.20190710153228_channelData_part9_0.mat,0.003004053,0.04977975,0.9563275,0.966706,0.9892757,25.222923,0.9919896700025959,0.038234793,0.18984759,0.61353916,0.6920827,0.8863385,14.175412,0.965141448620679,0.0004689724,0.014684631,0.9641451,0.96479523,0.9993054,33.288525,0.9924512838513598,0.0004689724,0.014684631,0.9641451,0.96479523,0.9993054,33.288525,0.9924512838513598
patients.20190909111655_channelData_part15_0.mat,0.000829373,0.019727023,0.92066926,0.94734156,0.97160584,30.8125,0.9919999864421969,0.018980421,0.128387,0.48647144,0.5656015,0.8285587,17.216942,0.9657372959714582,0.00095363846,0.020213548,0.9152024,0.91925484,0.99428266,30.206161,0.9902142229180634,0.00095363846,0.020213548,0.9152024,0.91925484,0.99428266,30.206161,0.9902142229180634
patients.20190909111709_channelData_part14_0.mat,0.0021977134,0.036856495,0.9315139,0.9504718,0.98001474,26.580288,0.9928329252714057,0.030893123,0.16526015,0.44205356,0.53495014,0.7955833,15.101381,0.9684952542033538,0.0009188513,0.020402238,0.92185,0.92397106,0.9974181,30.367546,0.9913413845935612,0.0009188513,0.020402238,0.92185,0.92397106,0.9974181,30.367546,0.9913413845935612
patients.20190904102433_channelData_part9_1.mat,0.0008003078,0.018356536,0.9511613,0.9531743,0.99782985,30.967428,0.9923813977306554,0.01807665,0.12524663,0.48090205,0.52791536,0.8983423,17.42882,0.962452035359333,0.00095935806,0.019132167,0.9273178,0.9284184,0.99873376,30.180193,0.9893406259977351,0.00095935806,0.019132167,0.9273178,0.9284184,0.99873376,30.180193,0.9893406259977351
patients.20190909105434_channelData_part15_1.mat,0.0019071209,0.033791397,0.94161284,0.9505669,0.9905385,27.196217,0.9762039240502123,0.031695705,0.16822585,0.48043212,0.55381984,0.8624032,14.989995,0.9134398799150278,0.001401646,0.024494886,0.927962,0.93011487,0.9975611,28.533615,0.9717028907355056,0.001401646,0.024494886,0.927962,0.93011487,0.9975611,28.533615,0.9717028907355056
patients.20190904114852_channelData_part17_0.mat,0.0030379402,0.043433223,0.90224135,0.95212317,0.9471679,25.174206,0.993556481542889,0.0332686,0.1702061,0.37734807,0.50392264,0.70955765,14.7796545,0.9673427961131355,0.0010541871,0.020851558,0.9032968,0.9080625,0.9933491,29.77082,0.99005230488592,0.0010541871,0.020851558,0.9032968,0.9080625,0.9933491,29.77082,0.99005230488592
patients.20190909103444_channelData_part8_1.mat,0.0004987628,0.014656318,0.95651484,0.95859617,0.9978051,33.021057,0.9940003586373637,0.021677291,0.13834141,0.44660112,0.50474274,0.87191945,16.63995,0.9623423727001168,0.0008338308,0.01806305,0.92940384,0.9306935,0.99845064,30.789219,0.9907594884184187,0.0008338308,0.01806305,0.92940384,0.9306935,0.99845064,30.789219,0.9907594884184187
mark.20190710153105_channelData_part14_0.mat,0.0017183843,0.035222154,0.9561413,0.96375334,0.99205655,27.648796,0.9865103681053119,0.032625135,0.17414555,0.6156548,0.7034603,0.8727898,14.864476,0.9521953257863798,0.00070702395,0.017574424,0.9574953,0.9590509,0.99828917,31.505657,0.9872344534096501,0.00070702395,0.017574424,0.9574953,0.9590509,0.99828917,31.505657,0.9872344534096501
patients.20190909111655_channelData_part11_0.mat,0.0020841479,0.03846468,0.9368866,0.94782156,0.9884181,26.810713,0.9903740245861814,0.0132396035,0.10538449,0.5543257,0.5878771,0.9345914,18.781248,0.9608621411675876,0.00089735625,0.019583438,0.93663377,0.93911767,0.99698603,30.470348,0.9894464721943488,0.00089735625,0.019583438,0.93663377,0.93911767,0.99698603,30.470348,0.9894464721943488
patients.20190904102545_channelData_part14_0.mat,0.00057606085,0.017326571,0.9590024,0.96103936,0.9978743,32.395313,0.996091987064669,0.024221295,0.14721787,0.45214695,0.5040997,0.88415414,16.158026,0.9697961946324741,0.00047888356,0.013789978,0.94561785,0.94649374,0.99895024,33.1977,0.9953008755159484,0.00047888356,0.013789978,0.94561785,0.94649374,0.99895024,33.1977,0.9953008755159484
patients.20190909103523_channelData_part16_0.mat,0.0013167983,0.028968275,0.86759055,0.94705135,0.91493934,28.804806,0.9946076935314139,0.014716007,0.11065269,0.4078996,0.518639,0.7170913,18.3221,0.9683140616635194,0.001344073,0.023218608,0.8492889,0.8567724,0.98563415,28.715769,0.9869195139529496,0.001344073,0.023218608,0.8492889,0.8567724,0.98563415,28.715769,0.9869195139529496
mark.20190710152824_channelData_part10_0.mat,0.0007093919,0.019701483,0.96063733,0.96267265,0.9978522,31.491137,0.9893720532350537,0.025111046,0.15177342,0.6507048,0.69973016,0.92733854,16.001352,0.9586777240080638,0.0007038151,0.017910965,0.95624816,0.9573154,0.9988205,31.525414,0.9888036810270147,0.0007038151,0.017910965,0.95624816,0.9573154,0.9988205,31.525414,0.9888036810270147
patients.20190904110520_channelData_part12_1.mat,0.004008914,0.055201154,0.94015896,0.9591487,0.9802675,23.969732,0.9908813197496695,0.03998128,0.1901643,0.3805625,0.44897303,0.8310594,13.981432,0.9551942137997163,0.0010498206,0.019827543,0.92704386,0.92786914,0.9989976,29.788849,0.9876699553175189,0.0010498206,0.019827543,0.92704386,0.92786914,0.9989976,29.788849,0.9876699553175189
patients.20190909111806_channelData_part6_0.mat,0.0020525737,0.032695152,0.92616415,0.93831885,0.986743,26.87701,0.9867469994578604,0.016614206,0.116878346,0.4969289,0.5560558,0.8718573,17.795202,0.9524270088349462,0.0016228526,0.026211655,0.9048663,0.9139485,0.98799086,27.897207,0.9819993334807109,0.0016228526,0.026211655,0.9048663,0.9139485,0.98799086,27.897207,0.9819993334807109
patients.20190904110450_channelData_part17_0.mat,0.0012239445,0.0273947,0.96034235,0.96258634,0.9976562,29.122381,0.9919613463886977,0.01554761,0.115804814,0.5247415,0.5490009,0.95418155,18.083363,0.9383786958048271,0.00047508857,0.013839077,0.9571001,0.95751655,0.9995576,33.232254,0.9907059921550576,0.00047508857,0.013839077,0.9571001,0.95751655,0.9995576,33.232254,0.9907059921550576
patients.20190909105434_channelData_part8_0.mat,0.0009551747,0.020601954,0.9458292,0.94847006,0.9971751,30.19917,0.9877168733350137,0.022016017,0.1389138,0.55841964,0.59972715,0.92631036,16.57261,0.9528890247320205,0.001186194,0.02254101,0.93797994,0.9397643,0.99785167,29.25844,0.9839619618099593,0.001186194,0.02254101,0.93797994,0.9397643,0.99785167,29.25844,0.9839619618099593
